Name	Type	Microbiome	Sample_accession	Comments	Study_accession
	amplicon	rabbit	SRR3271445		PRJNA315608
	amplicon	rabbit	SRR3271446		PRJNA315608
	amplicon	rabbit	SRR3271447		PRJNA315608
	amplicon	rabbit	SRR3271448		PRJNA315608
	amplicon	rabbit	SRR3271449		PRJNA315608
	amplicon	rabbit	SRR3271464		PRJNA315608
	amplicon	rabbit	SRR3271483		PRJNA315608
	amplicon	rabbit	SRR3271484		PRJNA315608
	amplicon	rabbit	SRR3271485		PRJNA315608
	amplicon	rabbit	SRR3271486		PRJNA315608
	amplicon	rabbit	SRR3271487		PRJNA315608
	amplicon	rabbit	SRR3271488		PRJNA315608
	amplicon	rabbit	SRR3271489		PRJNA315608
	amplicon	rabbit	SRR3271490		PRJNA315608
	amplicon	rabbit	SRR3271491		PRJNA315608
	amplicon	rabbit	SRR3271492		PRJNA315608
	amplicon	rabbit	SRR3271493		PRJNA315608
	amplicon	rabbit	SRR3271494		PRJNA315608
	amplicon	rabbit	SRR3271495		PRJNA315608
	amplicon	rabbit	SRR3271496		PRJNA315608
	amplicon	rabbit	SRR3271497		PRJNA315608
	amplicon	rabbit	SRR3271498		PRJNA315608
	amplicon	rabbit	SRR3271499		PRJNA315608
	amplicon	rabbit	SRR3271500		PRJNA315608
	amplicon	rabbit	SRR3271501		PRJNA315608
	amplicon	rabbit	SRR3271502		PRJNA315608
	amplicon	rabbit	SRR3271503		PRJNA315608
	amplicon	rabbit	SRR3271504		PRJNA315608
	amplicon	rabbit	SRR3271505		PRJNA315608
	amplicon	rabbit	SRR3271506		PRJNA315608
	amplicon	rabbit	SRR3271507		PRJNA315608
	amplicon	rabbit	SRR3271508		PRJNA315608
	amplicon	rabbit	SRR3271509		PRJNA315608
	amplicon	rabbit	SRR3271510		PRJNA315608
	amplicon	rabbit	SRR3271511		PRJNA315608
	amplicon	rabbit	SRR3271512		PRJNA315608
	amplicon	rabbit	SRR3271513		PRJNA315608
	amplicon	rabbit	SRR3271514		PRJNA315608
	amplicon	rabbit	SRR3271515		PRJNA315608
	amplicon	rabbit	SRR3271516		PRJNA315608
	amplicon	rabbit	SRR3271517		PRJNA315608
	amplicon	rabbit	SRR3271518		PRJNA315608
	amplicon	rabbit	SRR3271519		PRJNA315608
	amplicon	rabbit	SRR3271520		PRJNA315608
	amplicon	rabbit	SRR3271521		PRJNA315608
	amplicon	rabbit	SRR3271522		PRJNA315608
	amplicon	rabbit	SRR3271523		PRJNA315608
	amplicon	rabbit	SRR3271524		PRJNA315608
	amplicon	rabbit	SRR3271525		PRJNA315608
	amplicon	rabbit	SRR3271526		PRJNA315608
	amplicon	rabbit	SRR3271527		PRJNA315608
	amplicon	rabbit	SRR3271528		PRJNA315608
	amplicon	rabbit	SRR3271529		PRJNA315608
	amplicon	rabbit	SRR3271530		PRJNA315608
	amplicon	rabbit	SRR3271531		PRJNA315608
	amplicon	rabbit	SRR3271532		PRJNA315608
	amplicon	rabbit	SRR3271533		PRJNA315608
	amplicon	rabbit	SRR3271534		PRJNA315608
	amplicon	rabbit	SRR3271535		PRJNA315608
	amplicon	rabbit	SRR3271536		PRJNA315608
	amplicon	rabbit	SRR3271537		PRJNA315608
	amplicon	rabbit	SRR3271538		PRJNA315608
	amplicon	rabbit	SRR3271539		PRJNA315608
	amplicon	rabbit	SRR3271540		PRJNA315608
	amplicon	rabbit	SRR3271541		PRJNA315608
	amplicon	rabbit	SRR3271542		PRJNA315608
	amplicon	rabbit	SRR3271543		PRJNA315608
	amplicon	rabbit	SRR3271544		PRJNA315608
	amplicon	rabbit	SRR3271545		PRJNA315608
	amplicon	rabbit	SRR3271546		PRJNA315608
	amplicon	rabbit	SRR3271547		PRJNA315608
	amplicon	rabbit	SRR3271548		PRJNA315608
	amplicon	rabbit	SRR3271549		PRJNA315608
	amplicon	rabbit	SRR3271550		PRJNA315608
	amplicon	rabbit	SRR3271551		PRJNA315608
	amplicon	rabbit	SRR3271552		PRJNA315608
	amplicon	rabbit	SRR3271553		PRJNA315608
	amplicon	rabbit	SRR3271554		PRJNA315608
	amplicon	rabbit	SRR3271555		PRJNA315608
	amplicon	rabbit	SRR3271556		PRJNA315608
	amplicon	rabbit	SRR3271557		PRJNA315608
	amplicon	rabbit	SRR3271558		PRJNA315608
	amplicon	rabbit	SRR3271559		PRJNA315608
	amplicon	rabbit	SRR3271560		PRJNA315608
	amplicon	rabbit	SRR3271561		PRJNA315608
	amplicon	rabbit	SRR3271562		PRJNA315608
	amplicon	rabbit	SRR3271563		PRJNA315608
	amplicon	rabbit	SRR3271564		PRJNA315608
	amplicon	rabbit	SRR3271565		PRJNA315608
	amplicon	rabbit	SRR3271566		PRJNA315608
	amplicon	rabbit	SRR3271567		PRJNA315608
	amplicon	rabbit	SRR3271568		PRJNA315608
	amplicon	rabbit	SRR3271569		PRJNA315608
	amplicon	rabbit	SRR3271570		PRJNA315608
	amplicon	rabbit	SRR3271571		PRJNA315608
	amplicon	rabbit	SRR3271572		PRJNA315608
	amplicon	rabbit	SRR3271573		PRJNA315608
	amplicon	rabbit	SRR3271574		PRJNA315608
	amplicon	rabbit	SRR3271575		PRJNA315608
	amplicon	rabbit	SRR3271576		PRJNA315608
	amplicon	rabbit	SRR3271577		PRJNA315608
	amplicon	rabbit	SRR3271578		PRJNA315608
	amplicon	rabbit	SRR3271579		PRJNA315608
	amplicon	rabbit	SRR3271580		PRJNA315608
	amplicon	rabbit	SRR3271581		PRJNA315608
	amplicon	rabbit	SRR3271582		PRJNA315608
	amplicon	rabbit	SRR3271583		PRJNA315608
	amplicon	rabbit	SRR3271584		PRJNA315608
	amplicon	rabbit	SRR3271585		PRJNA315608
	amplicon	Unknown	SRR5282642		PRJNA376544
	amplicon	Unknown	SRR5282643		PRJNA376544
	amplicon	Unknown	SRR5282644		PRJNA376544
	amplicon	Unknown	SRR5282645		PRJNA376544
	amplicon	Unknown	SRR5282646		PRJNA376544
	amplicon	Unknown	SRR5282647		PRJNA376544
	amplicon	Unknown	SRR5282648		PRJNA376544
	amplicon	Unknown	SRR5282649		PRJNA376544
	amplicon	Unknown	SRR5282650		PRJNA376544
	amplicon	Unknown	SRR5282651		PRJNA376544
	amplicon	Unknown	SRR5282652		PRJNA376544
	amplicon	Unknown	SRR5282653		PRJNA376544
	amplicon	Unknown	SRR5282654		PRJNA376544
	amplicon	Unknown	SRR5282655		PRJNA376544
	amplicon	Unknown	SRR5282656		PRJNA376544
	amplicon	Unknown	SRR5282657		PRJNA376544
	amplicon	rabbit	SRR5627587		PRJNA387719
	amplicon	rabbit	SRR5627588		PRJNA387719
	amplicon	rabbit	SRR5627589		PRJNA387719
	amplicon	rabbit	SRR5627590		PRJNA387719
	amplicon	rabbit	SRR5627592		PRJNA387719
	amplicon	rabbit	SRR5627593		PRJNA387719
	amplicon	rabbit	SRR5627594		PRJNA387719
	amplicon	rabbit	SRR5627595		PRJNA387719
	amplicon	rabbit	SRR5627596		PRJNA387719
	amplicon	rabbit	SRR5627597		PRJNA387719
	amplicon	sheep	SRR5627598		PRJNA387719
	amplicon	sheep	SRR5627599		PRJNA387719
	amplicon	sheep	SRR5627600		PRJNA387719
	amplicon	rabbit	SRR5627601		PRJNA387719
	amplicon	rabbit	SRR5627602		PRJNA387719
	amplicon	rabbit	SRR5627603		PRJNA387719
	amplicon	rabbit	SRR5627604		PRJNA387719
	amplicon	sheep	SRR5627605		PRJNA387719
	amplicon	sheep	SRR5627606		PRJNA387719
	amplicon	goat	SRR5874491		PRJNA395955
	amplicon	goat	SRR5874492		PRJNA395955
	amplicon	goat	SRR5874493		PRJNA395955
	amplicon	goat	SRR5874494		PRJNA395955
	amplicon	goat	SRR5874495		PRJNA395955
	amplicon	goat	SRR5874496		PRJNA395955
	amplicon	goat	SRR5874497		PRJNA395955
	amplicon	goat	SRR5874498		PRJNA395955
	amplicon	goat	SRR5874499		PRJNA395955
	amplicon	goat	SRR5874500		PRJNA395955
	amplicon	goat	SRR5874501		PRJNA395955
	amplicon	goat	SRR5874502		PRJNA395955
	amplicon	goat	SRR5874503		PRJNA395955
	amplicon	goat	SRR5874504		PRJNA395955
	amplicon	goat	SRR5874505		PRJNA395955
	amplicon	goat	SRR5874506		PRJNA395955
	amplicon	goat	SRR5874507		PRJNA395955
	amplicon	goat	SRR5874508		PRJNA395955
	amplicon	goat	SRR5874509		PRJNA395955
	amplicon	goat	SRR5874510		PRJNA395955
	amplicon	goat	SRR5874511		PRJNA395955
	amplicon	goat	SRR5874512		PRJNA395955
	amplicon	goat	SRR5874513		PRJNA395955
	amplicon	goat	SRR5874514		PRJNA395955
	amplicon	goat	SRR5874515		PRJNA395955
	amplicon	goat	SRR5874516		PRJNA395955
	amplicon	goat	SRR5874517		PRJNA395955
	amplicon	goat	SRR5874518		PRJNA395955
	amplicon	goat	SRR5874519		PRJNA395955
	amplicon	goat	SRR5874520		PRJNA395955
	amplicon	goat	SRR5874521		PRJNA395955
	amplicon	goat	SRR5874522		PRJNA395955
	amplicon	goat	SRR5874523		PRJNA395955
	amplicon	goat	SRR5874524		PRJNA395955
	amplicon	goat	SRR5874525		PRJNA395955
	amplicon	goat	SRR5874526		PRJNA395955
	amplicon	goat	SRR5874527		PRJNA395955
	amplicon	goat	SRR5874528		PRJNA395955
	amplicon	goat	SRR5874529		PRJNA395955
	amplicon	goat	SRR5874530		PRJNA395955
	amplicon	goat	SRR5874531		PRJNA395955
	amplicon	goat	SRR5874532		PRJNA395955
	amplicon	goat	SRR5874533		PRJNA395955
	amplicon	goat	SRR5874534		PRJNA395955
	amplicon	goat	SRR5874535		PRJNA395955
	amplicon	goat	SRR5874536		PRJNA395955
	amplicon	goat	SRR5874537		PRJNA395955
	amplicon	goat	SRR5874538		PRJNA395955
	amplicon	goat	SRR5874539		PRJNA395955
	amplicon	goat	SRR5874540		PRJNA395955
	amplicon	goat	SRR5874541		PRJNA395955
	amplicon	goat	SRR5874542		PRJNA395955
	amplicon	goat	SRR5874543		PRJNA395955
	amplicon	goat	SRR5874544		PRJNA395955
	amplicon	goat	SRR5874545		PRJNA395955
	amplicon	goat	SRR5874546		PRJNA395955
	amplicon	goat	SRR5874547		PRJNA395955
	amplicon	goat	SRR5874548		PRJNA395955
	amplicon	goat	SRR5874549		PRJNA395955
	amplicon	goat	SRR5874550		PRJNA395955
	amplicon	horse	SRR5937810		PRJNA322656
	amplicon	horse	SRR5937811		PRJNA322656
	amplicon	horse	SRR5937812		PRJNA322656
	amplicon	horse	SRR5937813		PRJNA322656
	amplicon	horse	SRR5937814		PRJNA322656
	amplicon	horse	SRR5937815		PRJNA322656
	amplicon	horse	SRR5937816		PRJNA322656
	amplicon	horse	SRR5937817		PRJNA322656
	amplicon	horse	SRR5937818		PRJNA322656
	amplicon	horse	SRR5937819		PRJNA322656
	amplicon	horse	SRR5937820		PRJNA322656
	amplicon	horse	SRR5937821		PRJNA322656
	amplicon	horse	SRR5937822		PRJNA322656
	amplicon	horse	SRR5937823		PRJNA322656
	amplicon	horse	SRR5937824		PRJNA322656
	amplicon	horse	SRR5937825		PRJNA322656
	amplicon	horse	SRR5937826		PRJNA322656
	amplicon	horse	SRR5937827		PRJNA322656
	amplicon	horse	SRR5937828		PRJNA322656
	amplicon	horse	SRR5937829		PRJNA322656
	amplicon	horse	SRR5937830		PRJNA322656
	amplicon	horse	SRR5937831		PRJNA322656
	amplicon	horse	SRR5937832		PRJNA322656
	amplicon	horse	SRR5937833		PRJNA322656
	amplicon	horse	SRR5937834		PRJNA322656
	amplicon	horse	SRR5937835		PRJNA322656
	amplicon	horse	SRR5937836		PRJNA322656
	amplicon	horse	SRR5937837		PRJNA322656
	amplicon	horse	SRR5937838		PRJNA322656
	amplicon	horse	SRR5937839		PRJNA322656
	amplicon	horse	SRR5937840		PRJNA322656
	amplicon	horse	SRR5937841		PRJNA322656
	amplicon	horse	SRR5937842		PRJNA322656
	amplicon	horse	SRR5937843		PRJNA322656
	amplicon	horse	SRR5937844		PRJNA322656
	amplicon	horse	SRR5937845		PRJNA322656
	amplicon	horse	SRR5937846		PRJNA322656
	amplicon	horse	SRR5937847		PRJNA322656
	amplicon	horse	SRR5937848		PRJNA322656
	amplicon	horse	SRR5937849		PRJNA322656
	amplicon	horse	SRR5937850		PRJNA322656
	amplicon	horse	SRR5937851		PRJNA322656
	amplicon	horse	SRR5937852		PRJNA322656
	amplicon	horse	SRR5937853		PRJNA322656
	amplicon	horse	SRR5937854		PRJNA322656
	amplicon	horse	SRR5937855		PRJNA322656
	amplicon	horse	SRR5937856		PRJNA322656
	amplicon	horse	SRR5937857		PRJNA322656
	amplicon	horse	SRR5937858		PRJNA322656
	amplicon	horse	SRR5937859		PRJNA322656
	amplicon	horse	SRR5937860		PRJNA322656
	amplicon	horse	SRR5937861		PRJNA322656
	amplicon	horse	SRR5937862		PRJNA322656
	amplicon	horse	SRR5937863		PRJNA322656
	amplicon	horse	SRR5937864		PRJNA322656
	amplicon	horse	SRR5937865		PRJNA322656
	amplicon	horse	SRR5937866		PRJNA322656
	amplicon	horse	SRR5937867		PRJNA322656
	amplicon	horse	SRR5937868		PRJNA322656
	amplicon	horse	SRR5937869		PRJNA322656
	amplicon	horse	SRR5937870		PRJNA322656
	amplicon	horse	SRR5937871		PRJNA322656
	amplicon	horse	SRR5937872		PRJNA322656
	amplicon	horse	SRR5937873		PRJNA322656
	amplicon	horse	SRR5937874		PRJNA322656
	amplicon	horse	SRR5937875		PRJNA322656
	amplicon	horse	SRR5937876		PRJNA322656
	amplicon	horse	SRR5937877		PRJNA322656
	amplicon	horse	SRR5937878		PRJNA322656
	amplicon	horse	SRR5937879		PRJNA322656
	amplicon	horse	SRR5937880		PRJNA322656
	amplicon	horse	SRR5937773		PRJNA322656
	amplicon	horse	SRR5937774		PRJNA322656
	amplicon	horse	SRR5937775		PRJNA322656
	amplicon	horse	SRR5937776		PRJNA322656
	amplicon	horse	SRR5937777		PRJNA322656
	amplicon	horse	SRR5937778		PRJNA322656
	amplicon	horse	SRR5937779		PRJNA322656
	amplicon	horse	SRR5937780		PRJNA322656
	amplicon	horse	SRR5937781		PRJNA322656
	amplicon	horse	SRR5937782		PRJNA322656
	amplicon	horse	SRR5937783		PRJNA322656
	amplicon	horse	SRR5937784		PRJNA322656
	amplicon	horse	SRR5937785		PRJNA322656
	amplicon	horse	SRR5937786		PRJNA322656
	amplicon	horse	SRR5937787		PRJNA322656
	amplicon	horse	SRR5937788		PRJNA322656
	amplicon	horse	SRR5937789		PRJNA322656
	amplicon	horse	SRR5937791		PRJNA322656
	amplicon	horse	SRR5937792		PRJNA322656
	amplicon	horse	SRR5937793		PRJNA322656
	amplicon	horse	SRR5937794		PRJNA322656
	amplicon	horse	SRR5937795		PRJNA322656
	amplicon	horse	SRR5937796		PRJNA322656
	amplicon	horse	SRR5937797		PRJNA322656
	amplicon	horse	SRR5937798		PRJNA322656
	amplicon	horse	SRR5937799		PRJNA322656
	amplicon	horse	SRR5937800		PRJNA322656
	amplicon	horse	SRR5937801		PRJNA322656
	amplicon	horse	SRR5937802		PRJNA322656
	amplicon	horse	SRR5937803		PRJNA322656
	amplicon	horse	SRR5937804		PRJNA322656
	amplicon	horse	SRR5937805		PRJNA322656
	amplicon	horse	SRR5937807		PRJNA322656
	amplicon	horse	SRR5937808		PRJNA322656
	amplicon	horse	SRR5937809		PRJNA322656
	amplicon	goat	SRR5969147		PRJNA393234
	amplicon	goat	SRR5969148		PRJNA393234
	amplicon	goat	SRR5969120		PRJNA393234
	amplicon	goat	SRR5969119		PRJNA393234
	amplicon	goat	SRR5969104		PRJNA393234
	amplicon	goat	SRR5969126		PRJNA393234
	amplicon	goat	SRR5969125		PRJNA393234
	amplicon	goat	SRR5969123		PRJNA393234
	amplicon	goat	SRR5969116		PRJNA393234
	amplicon	goat	SRR5969115		PRJNA393234
	amplicon	goat	SRR5969145		PRJNA393234
	amplicon	goat	SRR5969146		PRJNA393234
	amplicon	goat	SRR5969110		PRJNA393234
	amplicon	goat	SRR5969122		PRJNA393234
	amplicon	goat	SRR5969121		PRJNA393234
	amplicon	rabbit	SRR7224781		PRJNA473064
	amplicon	rabbit	SRR7224782		PRJNA473064
	amplicon	rabbit	SRR7224783		PRJNA473064
	amplicon	rabbit	SRR7224784		PRJNA473064
	amplicon	rabbit	SRR7224785		PRJNA473064
	amplicon	rabbit	SRR7224786		PRJNA473064
	amplicon	rabbit	SRR7224787		PRJNA473064
	amplicon	rabbit	SRR7224788		PRJNA473064
	amplicon	rabbit	SRR7224789		PRJNA473064
	amplicon	rabbit	SRR7224790		PRJNA473064
	amplicon	rabbit	SRR7224791		PRJNA473064
	amplicon	rabbit	SRR7224792		PRJNA473064
	amplicon	rabbit	SRR7224793		PRJNA473064
	amplicon	rabbit	SRR7224794		PRJNA473064
	amplicon	rabbit	SRR7224795		PRJNA473064
	amplicon	rabbit	SRR7224796		PRJNA473064
	amplicon	rabbit	SRR7224797		PRJNA473064
	amplicon	rabbit	SRR7224798		PRJNA473064
	amplicon	rabbit	SRR7224799		PRJNA473064
	amplicon	rabbit	SRR7224800		PRJNA473064
	amplicon	rabbit	SRR7224801		PRJNA473064
	amplicon	rabbit	SRR7224802		PRJNA473064
	amplicon	rabbit	SRR7224803		PRJNA473064
	amplicon	rabbit	SRR7224804		PRJNA473064
	amplicon	rabbit	SRR7224805		PRJNA473064
	amplicon	rabbit	SRR7224806		PRJNA473064
	amplicon	rabbit	SRR7224807		PRJNA473064
	amplicon	rabbit	SRR7224808		PRJNA473064
	amplicon	rabbit	SRR7224809		PRJNA473064
	amplicon	rabbit	SRR7224810		PRJNA473064
	amplicon	rabbit	SRR7224811		PRJNA473064
	amplicon	rabbit	SRR7224812		PRJNA473064
	amplicon	rabbit	SRR7224813		PRJNA473064
	amplicon	rabbit	SRR7224814		PRJNA473064
	amplicon	rabbit	SRR7224815		PRJNA473064
	amplicon	rabbit	SRR7224816		PRJNA473064
	amplicon	rabbit	SRR7224817		PRJNA473064
	amplicon	rabbit	SRR7224818		PRJNA473064
	amplicon	rabbit	SRR7224819		PRJNA473064
	amplicon	rabbit	SRR7224820		PRJNA473064
	amplicon	rabbit	SRR7224821		PRJNA473064
	amplicon	rabbit	SRR7224822		PRJNA473064
	amplicon	goat	SRR7870731		PRJNA491591
	amplicon	goat	SRR7870732		PRJNA491591
	amplicon	goat	SRR7870733		PRJNA491591
	amplicon	goat	SRR7870734		PRJNA491591
	amplicon	goat	SRR7870735		PRJNA491591
	amplicon	goat	SRR7870736		PRJNA491591
	amplicon	goat	SRR7870737		PRJNA491591
	amplicon	goat	SRR7870738		PRJNA491591
	amplicon	goat	SRR7870739		PRJNA491591
	amplicon	goat	SRR7870740		PRJNA491591
	amplicon	goat	SRR7870741		PRJNA491591
	amplicon	goat	SRR7870742		PRJNA491591
	amplicon	goat	SRR7870743		PRJNA491591
	amplicon	goat	SRR7870744		PRJNA491591
	amplicon	goat	SRR7870745		PRJNA491591
	amplicon	goat	SRR7870746		PRJNA491591
	amplicon	goat	SRR7870747		PRJNA491591
	amplicon	goat	SRR7870748		PRJNA491591
	amplicon	goat	SRR7870749		PRJNA491591
	amplicon	goat	SRR7870750		PRJNA491591
	amplicon	goat	SRR7870751		PRJNA491591
	amplicon	goat	SRR7870752		PRJNA491591
	amplicon	goat	SRR7870753		PRJNA491591
	amplicon	goat	SRR7870754		PRJNA491591
	amplicon	goat	SRR7870755		PRJNA491591
	amplicon	goat	SRR7870756		PRJNA491591
	amplicon	goat	SRR7870757		PRJNA491591
	amplicon	goat	SRR7870758		PRJNA491591
	amplicon	goat	SRR7870759		PRJNA491591
	amplicon	goat	SRR7870760		PRJNA491591
	amplicon	goat	SRR7870761		PRJNA491591
	amplicon	goat	SRR7870762		PRJNA491591
	amplicon	goat	SRR7870763		PRJNA491591
	amplicon	goat	SRR7870764		PRJNA491591
	amplicon	goat	SRR7870765		PRJNA491591
	amplicon	goat	SRR7870766		PRJNA491591
	amplicon	goat	SRR7870767		PRJNA491591
	amplicon	goat	SRR7870768		PRJNA491591
	amplicon	goat	SRR7870769		PRJNA491591
	amplicon	goat	SRR7870770		PRJNA491591
	amplicon	goat	SRR7870771		PRJNA491591
	amplicon	goat	SRR7870772		PRJNA491591
	amplicon	goat	SRR7870773		PRJNA491591
	amplicon	goat	SRR7870774		PRJNA491591
	amplicon	goat	SRR7870775		PRJNA491591
	amplicon	goat	SRR7870776		PRJNA491591
	amplicon	goat	SRR7870777		PRJNA491591
	amplicon	goat	SRR7870778		PRJNA491591
	amplicon	goat	SRR7870779		PRJNA491591
	amplicon	goat	SRR7870780		PRJNA491591
	amplicon	goat	SRR7870781		PRJNA491591
	amplicon	horse	SRR8304266		PRJNA509648
	amplicon	horse	SRR8304267		PRJNA509648
	amplicon	horse	SRR8304268		PRJNA509648
	amplicon	horse	SRR8304269		PRJNA509648
	amplicon	horse	SRR8304270		PRJNA509648
	amplicon	horse	SRR8304271		PRJNA509648
	amplicon	horse	SRR8304272		PRJNA509648
	amplicon	horse	SRR8304273		PRJNA509648
	amplicon	horse	SRR8304274		PRJNA509648
	amplicon	horse	SRR8304275		PRJNA509648
	amplicon	horse	SRR8304276		PRJNA509648
	amplicon	horse	SRR8304277		PRJNA509648
	amplicon	horse	SRR8304278		PRJNA509648
	amplicon	horse	SRR8304279		PRJNA509648
	amplicon	horse	SRR8304280		PRJNA509648
	amplicon	horse	SRR8304281		PRJNA509648
	amplicon	horse	SRR8304282		PRJNA509648
	amplicon	horse	SRR8304283		PRJNA509648
	amplicon	horse	SRR8304284		PRJNA509648
	amplicon	horse	SRR8304285		PRJNA509648
	amplicon	horse	SRR8304286		PRJNA509648
	amplicon	horse	SRR8304287		PRJNA509648
	amplicon	horse	SRR8304288		PRJNA509648
	amplicon	horse	SRR8304289		PRJNA509648
	amplicon	horse	SRR8304290		PRJNA509648
	amplicon	horse	SRR8304291		PRJNA509648
	amplicon	horse	SRR8304292		PRJNA509648
	amplicon	horse	SRR8304293		PRJNA509648
	amplicon	horse	SRR8304294		PRJNA509648
	amplicon	horse	SRR8304295		PRJNA509648
	amplicon	horse	SRR8304296		PRJNA509648
	amplicon	horse	SRR8304297		PRJNA509648
	amplicon	horse	SRR8304298		PRJNA509648
	amplicon	horse	SRR8304299		PRJNA509648
	amplicon	horse	SRR8304300		PRJNA509648
	amplicon	horse	SRR8304301		PRJNA509648
	amplicon	horse	SRR8304302		PRJNA509648
	amplicon	horse	SRR8304303		PRJNA509648
	amplicon	horse	SRR8304304		PRJNA509648
	amplicon	horse	SRR8304305		PRJNA509648
	amplicon	horse	SRR8304306		PRJNA509648
	amplicon	horse	SRR8304307		PRJNA509648
	amplicon	horse	SRR8304308		PRJNA509648
	amplicon	horse	SRR8304309		PRJNA509648
	amplicon	horse	SRR8304310		PRJNA509648
	amplicon	horse	SRR8304311		PRJNA509648
	amplicon	horse	SRR8304312		PRJNA509648
	amplicon	horse	SRR8304313		PRJNA509648
	amplicon	horse	SRR8304314		PRJNA509648
	amplicon	horse	SRR8304315		PRJNA509648
	amplicon	horse	SRR8304316		PRJNA509648
	amplicon	horse	SRR8304317		PRJNA509648
	amplicon	horse	SRR8304318		PRJNA509648
	amplicon	horse	SRR8304319		PRJNA509648
	amplicon	horse	SRR8304320		PRJNA509648
	amplicon	horse	SRR8304321		PRJNA509648
	amplicon	horse	SRR8304322		PRJNA509648
	amplicon	horse	SRR8304323		PRJNA509648
	amplicon	horse	SRR8304324		PRJNA509648
	amplicon	horse	SRR8304325		PRJNA509648
	amplicon	horse	SRR8304326		PRJNA509648
	amplicon	horse	SRR8304327		PRJNA509648
	amplicon	horse	SRR8304328		PRJNA509648
	amplicon	horse	SRR8304329		PRJNA509648
	amplicon	horse	SRR8304330		PRJNA509648
	amplicon	horse	SRR8304331		PRJNA509648
	amplicon	horse	SRR8304332		PRJNA509648
	amplicon	horse	SRR8304333		PRJNA509648
	amplicon	horse	SRR8304334		PRJNA509648
	amplicon	horse	SRR8304335		PRJNA509648
	amplicon	horse	SRR8304336		PRJNA509648
	amplicon	horse	SRR8304337		PRJNA509648
	amplicon	horse	SRR8304338		PRJNA509648
	amplicon	horse	SRR8304339		PRJNA509648
	amplicon	horse	SRR8304340		PRJNA509648
	amplicon	horse	SRR8304341		PRJNA509648
	amplicon	horse	SRR8304342		PRJNA509648
	amplicon	horse	SRR8304343		PRJNA509648
	amplicon	horse	SRR8304344		PRJNA509648
	amplicon	horse	SRR8304345		PRJNA509648
	amplicon	horse	SRR8304346		PRJNA509648
	amplicon	horse	SRR8304347		PRJNA509648
	amplicon	horse	SRR8304348		PRJNA509648
	amplicon	horse	SRR8304349		PRJNA509648
	amplicon	horse	SRR8304350		PRJNA509648
	amplicon	horse	SRR8304351		PRJNA509648
	amplicon	horse	SRR8304352		PRJNA509648
	amplicon	horse	SRR8304353		PRJNA509648
	amplicon	horse	SRR8304354		PRJNA509648
	amplicon	horse	SRR8304355		PRJNA509648
	amplicon	horse	SRR8304356		PRJNA509648
	amplicon	horse	SRR8304357		PRJNA509648
	amplicon	horse	SRR8304358		PRJNA509648
	amplicon	horse	SRR8304359		PRJNA509648
	amplicon	horse	SRR8304360		PRJNA509648
	amplicon	horse	SRR8304361		PRJNA509648
	amplicon	horse	SRR8304362		PRJNA509648
	amplicon	horse	SRR8304363		PRJNA509648
	amplicon	horse	SRR8304364		PRJNA509648
	amplicon	horse	SRR8304365		PRJNA509648
	amplicon	horse	SRR8304366		PRJNA509648
	amplicon	horse	SRR8304367		PRJNA509648
	amplicon	horse	SRR8304368		PRJNA509648
	amplicon	horse	SRR8304369		PRJNA509648
	amplicon	horse	SRR8304370		PRJNA509648
	amplicon	horse	SRR8304371		PRJNA509648
	amplicon	horse	SRR8304372		PRJNA509648
	amplicon	horse	SRR8304373		PRJNA509648
	amplicon	horse	SRR8304374		PRJNA509648
	amplicon	horse	SRR8304375		PRJNA509648
	amplicon	horse	SRR8304376		PRJNA509648
	amplicon	horse	SRR8304377		PRJNA509648
	amplicon	horse	SRR8304378		PRJNA509648
	amplicon	horse	SRR8304379		PRJNA509648
	amplicon	horse	SRR8304380		PRJNA509648
	amplicon	horse	SRR8304381		PRJNA509648
	amplicon	horse	SRR8304382		PRJNA509648
	amplicon	horse	SRR8304383		PRJNA509648
	amplicon	horse	SRR8304384		PRJNA509648
	amplicon	horse	SRR8304385		PRJNA509648
	amplicon	horse	SRR8304386		PRJNA509648
	amplicon	horse	SRR8304387		PRJNA509648
	amplicon	horse	SRR8304388		PRJNA509648
	amplicon	horse	SRR8304389		PRJNA509648
	amplicon	horse	SRR8304390		PRJNA509648
	amplicon	horse	SRR8304391		PRJNA509648
	amplicon	horse	SRR8304392		PRJNA509648
	amplicon	horse	SRR8304393		PRJNA509648
	amplicon	horse	SRR8304394		PRJNA509648
	amplicon	horse	SRR8304395		PRJNA509648
	amplicon	horse	SRR8304396		PRJNA509648
	amplicon	horse	SRR8304397		PRJNA509648
	amplicon	horse	SRR8304398		PRJNA509648
	amplicon	horse	SRR8304399		PRJNA509648
	amplicon	horse	SRR8304400		PRJNA509648
	amplicon	horse	SRR8304401		PRJNA509648
	amplicon	horse	SRR8304402		PRJNA509648
	amplicon	horse	SRR8304403		PRJNA509648
	amplicon	horse	SRR8304404		PRJNA509648
	amplicon	horse	SRR8304405		PRJNA509648
	amplicon	horse	SRR8304406		PRJNA509648
	amplicon	horse	SRR8304407		PRJNA509648
	amplicon	horse	SRR8304408		PRJNA509648
	amplicon	horse	SRR8304409		PRJNA509648
	amplicon	horse	SRR8304410		PRJNA509648
	amplicon	horse	SRR8304411		PRJNA509648
	amplicon	horse	SRR8304412		PRJNA509648
	amplicon	horse	SRR8304413		PRJNA509648
