sample,genome_id,genome_abundance,cod_group,score,credible,configured,panel_id,confidence,matched_markers,missing_requirements,markers_detected,markers_in_panel,weighted_completeness,requirement_coverage,marker_coverage
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_ch,1.0,true,true,starch_utilization,high,agl;cazy_GH13;susC;susD,"",4,4,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_pr,0.9090909090909091,true,true,proteolysis_and_peptide_import,high,dtpT;endopeptidase;extracellular_protease;oppA;oppB;pepN,"",6,7,0.9090909090909091,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_li,0.3333333333333333,false,true,lipolysis,partial,fadD;lysophospholipase,"",2,6,0.3333333333333333,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_su,0.48636363636363633,false,true,hexose_fermentation,partial,gapA;lctD;pfkA;pfor;pgi;pyk,one_of(ptsG|glcP),6,9,0.5454545454545454,0.8333333333333334,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_aa,0.8,true,true,general_amino_acid_catabolism,medium,dppA;dtpT;gdh;ilvE;oppA;pfor,"",6,7,0.8,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_fa,1.0,true,true,lcfa_beta_oxidation,high,etfA;etfB;fadA;fadB;fadD;fadE,"",6,6,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,acs;adh;bcd;crt;etfA;etfB;hbd;pta;thl,one_of(adhE|aldh),9,12,0.7333333333333333,0.8571428571428571,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_ac_lac,0.9375,true,true,lactate_acetate_chain_initiation,high,acs;bcd;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;pta;thl,"",12,13,0.9375,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;bcd;cat;crt;etfA;etfB;hbd;thl,one_of(adhE|aldh),8,10,0.7692307692307693,0.8888888888888888,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_chain_lac,1.0,true,true,lactate_reverse_beta_oxidation,high,bcd;cat;crt;etfA;etfB;hbd;lctB;lctC;lctD;pfor;thl,"",11,11,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_VFA_deg,1.0,true,true,syntrophic_butyrate_oxidation,high,bcd;crt;etfA;etfB;fdhA;hbd;hydA;rnfB;thl,"",9,9,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,pta,mcrA;ackA;one_of(cdhC|cdhD|cdhE),1,8,0.1111111111111111,0.25,0.2
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,fwdA,mcrA;one_of(ftr);one_of(mch);one_of(mtd|mer),1,8,0.1111111111111111,0.2,0.16666666666666666
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_et,0.31333333333333335,false,true,ethanol_to_acetyl_coa,partial,acs;adh;pta,one_of(adhE|aldh),3,6,0.4,0.6666666666666666,1.0
FW_TWAS_AS_rep_1,GCA_044230255.1,0.057231560461615656,X_lac,1.0,true,true,lactate_to_pyruvate,high,lctB;lctC;lctD;pfor;rnfB,"",5,5,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_ch,1.0,true,true,pectin_utilization,high,cazy_CE8;cazy_GH43;cazy_PL1;susC;susD,"",5,5,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_pr,0.6363636363636364,true,true,proteolysis_and_peptide_import,low,dtpT;endopeptidase;extracellular_protease;pepN,"",4,7,0.6363636363636364,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_li,0.4166666666666667,true,true,lipolysis,low,acylglycerol_lipase;esterase;fadD,"",3,6,0.4166666666666667,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_su,0.7692307692307693,true,true,entner_doudoroff,medium,adhE;eda;edd;gapA;glcP;pfor,"",6,9,0.7692307692307693,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_aa,0.8,true,true,general_amino_acid_catabolism,medium,dtpT;gdh;ilvE;pfor;tdcB,"",5,7,0.8,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_fa,0.38628,false,true,lcfa_beta_oxidation,partial,etfA;etfB;fadD;fadE,fadB;fadA,4,6,0.6,0.6,0.8
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_ac_et,0.0,false,true,ethanol_acetate_chain_initiation,none,ackA;acs;adh;adhE;bcd;etfA;etfB;hbd;pta,thl,9,12,0.7333333333333333,0.8571428571428571,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_ac_lac,0.0,false,true,lactate_acetate_chain_initiation,none,ackA;acs;bcd;etfA;etfB;hbd;lctB;lctC;pfor;pta,thl;lctD,10,13,0.6875,0.75,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_chain_et,0.0,false,true,ethanol_reverse_beta_oxidation,none,adh;adhE;bcd;etfA;etfB;hbd,cat;one_of(thl);one_of(crt),6,10,0.6153846153846154,0.6666666666666666,0.75
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_chain_lac,0.0,false,true,lactate_reverse_beta_oxidation,none,bcd;etfA;etfB;hbd;lctB;lctC;pfor,cat;lctD;one_of(thl);one_of(crt),7,11,0.5714285714285714,0.6,0.7777777777777778
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_VFA_deg,1.0,true,true,syntrophic_propionate_mmc,high,fdhA;fumB;hydA;mdh;mmcE;mmcF;mmcG;pfor;sucC;sucD,"",10,10,1.0,1.0,1.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_Me_ac,0.0,false,true,acetoclastic_ack_pta,none,ackA;pta,mcrA;one_of(cdhC|cdhD|cdhE),2,8,0.2222222222222222,0.5,0.4
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_Me_CO2,0.0,false,true,hydrogenotrophic_core,none,"",mcrA;one_of(fwdA);one_of(ftr);one_of(mch);one_of(mtd|mer),0,8,0.0,0.0,0.0
FW_TWAS_AS_rep_1,GCA_035410845.1,0.03095208228800803,X_et,0.8,true,true,ethanol_to_acetyl_coa,medium,ackA;acs;adh;adhE;pta,"",5,6,0.8,1.0,1.0
